age,income,employment_years,debt,loan_amount,credit_history_years,num_loans,late_payments,credit_utilization,savings,employment_status,payment_history,creditworthy
42,87405.0,6.5,26774.0,49674.0,11.1,5,1,0.402,21017.0,Unemployed,Average,0
57,18000.0,6.7,21868.0,3454.0,5.8,3,2,0.126,16707.0,Employed,Poor,0
33,23811.0,13.8,15261.0,1814.0,8.0,0,1,0.359,12115.0,Self-employed,Excellent,1
63,28884.0,0.9,4427.0,10013.0,5.8,3,0,0.439,3060.0,Unemployed,Excellent,1
35,47008.0,5.9,15899.0,26905.0,8.8,6,1,0.651,6285.0,Employed,Excellent,0
45,49399.0,7.2,8458.0,7746.0,5.5,7,2,0.324,38985.0,Employed,,1
44,21839.0,3.1,8288.0,10193.0,13.6,1,2,0.512,23957.0,Employed,Good,1
59,33327.0,6.1,13897.0,9156.0,15.1,2,2,0.472,10020.0,Self-employed,Excellent,1
40,36061.0,0.0,14336.0,3919.0,10.5,7,1,0.134,988.0,Self-employed,Average,0
33,109063.0,11.6,21514.0,33920.0,13.2,2,1,0.595,64881.0,,Poor,0
21,94638.0,3.3,48084.0,24429.0,0.8,1,3,0.283,28272.0,Employed,Excellent,1
37,45942.0,14.1,22747.0,33728.0,1.3,6,1,0.236,1157.0,Unemployed,Excellent,0
58,47001.0,5.9,18885.0,27982.0,5.7,3,1,0.403,11462.0,Employed,Average,0
21,29718.0,10.1,5309.0,7095.0,7.2,4,2,0.444,17148.0,Employed,,0
61,18000.0,5.8,500.0,1181.0,6.2,3,5,0.496,3759.0,Employed,Excellent,1
45,52429.0,5.9,23004.0,17603.0,0.5,4,1,0.442,41216.0,Employed,Good,1
27,33047.0,3.7,7084.0,26961.0,11.6,2,1,0.411,29118.0,Employed,Excellent,1
34,53133.0,6.5,17833.0,15678.0,15.6,5,3,0.705,24312.0,Employed,Good,1
45,19795.0,7.3,3940.0,5691.0,12.1,2,1,0.67,8072.0,Unemployed,Average,0
35,38237.0,2.9,22148.0,17065.0,11.3,4,2,0.267,10693.0,Employed,Excellent,1
25,58270.0,5.5,30507.0,13437.0,7.9,1,2,0.182,43791.0,Self-employed,Good,1
50,63057.0,3.6,22461.0,23735.0,3.6,0,0,0.603,7983.0,Employed,Good,1
51,64184.0,15.2,44275.0,1130.0,7.3,4,1,0.237,14149.0,Employed,Good,1
26,25949.0,5.6,17493.0,7677.0,15.4,1,0,0.202,5483.0,Employed,Average,0
33,73803.0,12.2,13722.0,15412.0,5.6,7,1,0.391,13208.0,Self-employed,Good,1
31,37395.0,5.2,23741.0,23119.0,5.2,7,1,0.699,19350.0,Self-employed,Average,0
50,68923.0,7.0,23952.0,21351.0,11.4,2,2,0.416,14406.0,Employed,Average,0
53,54766.0,0.7,46148.0,5452.0,11.7,2,2,0.371,29521.0,Employed,Average,0
53,24719.0,4.2,500.0,16325.0,3.6,4,2,0.741,6146.0,Employed,Excellent,1
63,48044.0,6.8,10675.0,26341.0,6.0,1,1,0.604,28102.0,Employed,Good,0
55,63038.0,12.3,21437.0,33152.0,5.0,6,3,0.425,32596.0,Employed,Good,1
35,68485.0,6.9,20917.0,32943.0,7.3,0,0,0.264,14525.0,Self-employed,Excellent,1
25,51898.0,11.5,34020.0,21496.0,11.4,3,1,0.137,38185.0,Employed,Excellent,1
48,88699.0,8.6,28493.0,36629.0,3.8,1,4,0.478,75230.0,Employed,Excellent,1
62,77165.0,12.5,21434.0,2457.0,11.4,6,0,0.235,6376.0,Employed,Poor,1
64,49354.0,5.8,,4706.0,7.4,1,2,0.424,36065.0,Unemployed,Average,1
31,71503.0,15.6,43496.0,42833.0,16.3,3,0,0.572,41116.0,Employed,Average,0
31,97543.0,4.1,58045.0,42123.0,8.3,6,1,0.35,67916.0,Employed,Poor,0
22,98131.0,2.9,37899.0,19519.0,6.6,3,1,0.777,8713.0,Self-employed,Average,0
27,27984.0,1.2,817.0,1000.0,9.3,1,1,0.44,2414.0,Employed,Good,1
45,34616.0,15.3,8689.0,22005.0,5.7,1,2,0.717,7950.0,Employed,Good,0
45,87668.0,9.3,61005.0,5555.0,,4,5,0.555,13436.0,Employed,Average,0
37,31718.0,4.7,21570.0,5144.0,6.0,0,1,0.667,11623.0,Self-employed,Average,0
34,25904.0,11.0,9936.0,6250.0,6.0,2,3,0.385,24797.0,Self-employed,Average,0
58,44304.0,8.8,29331.0,10478.0,0.6,4,2,0.784,23586.0,Employed,Good,0
41,64245.0,13.9,8563.0,11548.0,6.7,3,2,0.722,21031.0,Employed,Average,0
57,52747.0,0.0,34589.0,32942.0,0.5,6,2,0.818,17699.0,Employed,Good,0
64,40688.0,4.9,500.0,7848.0,5.6,5,1,0.652,19541.0,Employed,Good,1
35,40167.0,4.1,1571.0,11118.0,8.0,1,1,0.216,31528.0,Employed,Good,1
30,39329.0,0.0,14807.0,17066.0,7.4,6,0,0.597,27577.0,Employed,Excellent,1
63,35651.0,10.2,7108.0,16455.0,5.4,7,3,0.277,12477.0,Employed,Excellent,1
49,105196.0,4.9,73532.0,50485.0,6.7,1,2,0.254,37826.0,Unemployed,Average,0
34,61545.0,9.0,,35382.0,3.9,2,1,0.618,10263.0,Employed,Excellent,1
48,74509.0,15.4,43597.0,32387.0,7.0,3,1,0.398,61312.0,Employed,Poor,0
44,44240.0,4.6,25660.0,15921.0,7.2,3,1,0.272,13384.0,Employed,Excellent,1
61,50909.0,4.3,28860.0,25673.0,3.4,3,0,0.125,13583.0,Self-employed,Excellent,1
32,39302.0,6.5,26342.0,15906.0,8.1,7,0,0.417,18503.0,Self-employed,Good,0
65,18000.0,9.9,4227.0,12251.0,8.0,5,0,0.671,2415.0,Unemployed,Excellent,0
63,24684.0,3.7,7304.0,1000.0,6.3,7,3,0.072,8973.0,Employed,Excellent,1
29,18000.0,3.5,2898.0,3526.0,16.7,2,1,0.18,13771.0,Employed,Excellent,1
28,18000.0,10.2,500.0,6789.0,6.4,4,1,0.357,2383.0,Employed,Good,1
44,28702.0,7.5,20957.0,8991.0,5.9,0,1,0.516,6066.0,Self-employed,Good,0
23,84149.0,0.0,30347.0,52680.0,5.3,2,0,0.435,23680.0,Employed,Good,0
34,54022.0,1.1,20656.0,17410.0,3.1,4,1,0.251,11283.0,Employed,Excellent,1
40,83392.0,12.0,19149.0,18224.0,9.7,1,0,0.216,73713.0,Employed,Excellent,1
64,,7.6,29623.0,36230.0,4.3,7,1,0.377,35241.0,Employed,Excellent,1
65,72216.0,3.0,35795.0,17095.0,4.7,2,1,0.587,63631.0,Employed,Excellent,1
27,35180.0,5.3,7334.0,6524.0,4.8,1,2,0.579,24608.0,Employed,Average,0
61,66527.0,6.1,33643.0,11556.0,3.1,6,2,0.684,34093.0,Employed,Good,0
25,71032.0,8.9,32045.0,43355.0,0.5,0,2,0.688,31657.0,Employed,Good,0
54,42314.0,0.6,30452.0,10154.0,5.1,2,1,0.757,14337.0,Employed,Average,0
59,67310.0,2.6,21138.0,31177.0,10.5,1,4,0.35,40409.0,Employed,Excellent,1
61,67456.0,7.1,28577.0,35929.0,7.8,5,3,0.4,51107.0,Self-employed,Average,0
31,42910.0,5.6,4930.0,19180.0,13.2,6,1,0.546,20793.0,Employed,Average,1
61,30299.0,8.3,8926.0,21953.0,10.0,1,3,0.362,2031.0,Employed,Average,0
26,28949.0,1.1,18469.0,18299.0,9.1,3,1,0.65,19893.0,Employed,Average,0
44,56903.0,7.4,20967.0,17191.0,14.5,3,1,0.687,4852.0,Self-employed,Excellent,1
42,62194.0,10.4,4876.0,37044.0,6.6,5,1,0.684,36341.0,Self-employed,Good,1
35,,7.9,26407.0,14078.0,7.3,2,2,0.44,16354.0,Employed,Good,0
21,55585.0,6.6,500.0,1445.0,7.0,4,2,0.766,26671.0,Employed,Average,0
55,67552.0,5.6,29736.0,13229.0,13.2,4,2,0.457,38695.0,Self-employed,,1
36,68600.0,2.7,51321.0,38184.0,7.0,0,2,0.116,50267.0,Self-employed,Excellent,1
50,89141.0,5.7,39285.0,13482.0,4.4,4,2,0.595,55620.0,Employed,Poor,0
39,83094.0,11.0,50160.0,34850.0,9.4,4,1,0.721,21937.0,Employed,Good,0
37,32972.0,5.5,13923.0,6333.0,3.7,7,2,0.209,2561.0,Employed,Excellent,1
60,92039.0,2.4,58432.0,37683.0,,4,1,0.172,18908.0,Self-employed,Excellent,1
25,43319.0,4.0,23187.0,4876.0,8.7,7,2,0.377,2024.0,Employed,Good,0
54,77987.0,6.8,39041.0,46285.0,6.2,2,1,0.452,27138.0,Unemployed,Excellent,0
54,56496.0,4.5,11985.0,15845.0,9.3,5,3,0.34,36934.0,Employed,Excellent,1
38,45933.0,7.9,27681.0,9779.0,1.0,7,3,0.359,28049.0,Employed,Poor,0
32,18000.0,8.1,10771.0,10080.0,7.7,1,1,0.439,4802.0,Self-employed,Excellent,1
21,51226.0,9.6,40871.0,18495.0,5.1,4,0,0.169,38799.0,Self-employed,Excellent,1
63,20694.0,11.7,9193.0,8548.0,18.4,7,1,0.244,11653.0,Self-employed,Average,0
63,76281.0,10.0,14010.0,30954.0,7.6,4,5,0.081,59631.0,Employed,Excellent,1
31,88369.0,2.3,55438.0,3562.0,4.6,7,1,0.587,36535.0,Unemployed,Excellent,0
22,37468.0,2.4,7305.0,18953.0,1.5,3,0,0.298,17368.0,Unemployed,Good,1
26,61643.0,5.7,18081.0,19780.0,12.2,7,2,0.694,15766.0,Unemployed,Average,0
24,39041.0,4.2,17450.0,1000.0,5.6,5,2,0.628,0.0,Employed,Good,1
58,41173.0,1.4,,24047.0,3.8,3,1,0.586,9577.0,Self-employed,Average,0
61,72039.0,4.2,15157.0,28766.0,8.3,1,2,0.573,46228.0,Employed,Average,1
27,54152.0,4.1,19921.0,22158.0,9.6,1,0,0.24,39246.0,Employed,Good,1
54,93272.0,3.3,23142.0,27809.0,9.5,2,1,0.541,48157.0,Employed,Good,1
29,44391.0,4.7,10434.0,13290.0,7.1,6,2,0.516,31154.0,Employed,Average,1
37,76985.0,10.7,7226.0,27420.0,7.6,3,1,0.116,1614.0,Unemployed,Excellent,1
47,57143.0,6.8,12298.0,4356.0,7.9,3,2,0.337,38710.0,Employed,Good,1
53,72507.0,15.9,19195.0,16423.0,8.3,3,2,0.158,53284.0,Employed,Excellent,1
60,45163.0,6.7,3011.0,27463.0,8.7,2,0,0.624,19343.0,Self-employed,Excellent,1
23,53910.0,4.8,28634.0,21409.0,11.4,6,0,0.353,22501.0,Employed,Poor,0
29,52459.0,6.0,23121.0,19594.0,7.2,3,2,0.316,2515.0,Employed,Excellent,1
33,36607.0,7.0,500.0,1000.0,3.7,3,1,0.754,0.0,Employed,Good,1
34,69566.0,7.7,14590.0,33863.0,6.4,4,1,0.311,6566.0,Employed,Excellent,1
65,69305.0,14.3,45564.0,12648.0,10.0,5,2,0.488,46993.0,Employed,Good,0
55,68058.0,2.6,31393.0,11499.0,0.5,2,1,0.557,48786.0,Self-employed,Average,0
35,88813.0,9.4,36788.0,7584.0,0.5,0,1,0.293,22203.0,Employed,Good,1
64,86886.0,6.8,34963.0,40613.0,10.7,5,1,0.622,73221.0,Employed,Average,1
43,,0.0,9480.0,20011.0,13.1,4,0,0.511,34917.0,Employed,Good,1
43,63207.0,9.1,38952.0,9553.0,1.9,5,3,0.558,36618.0,Self-employed,Poor,0
40,41281.0,11.1,32893.0,6076.0,7.4,4,0,0.413,46955.0,Employed,Average,0
27,55514.0,2.6,35803.0,19746.0,5.4,4,2,0.13,45680.0,Self-employed,Excellent,1
63,41806.0,6.0,8082.0,14710.0,6.0,7,2,0.521,0.0,Employed,Average,0
21,90642.0,0.0,19891.0,44941.0,8.2,0,2,0.422,80197.0,Employed,Excellent,1
28,63001.0,1.0,15909.0,5677.0,1.8,0,2,0.382,22475.0,Employed,Good,1
31,50203.0,10.2,14876.0,24121.0,2.6,7,1,0.106,0.0,Employed,Excellent,1
33,81260.0,4.1,20164.0,49671.0,5.8,7,4,0.388,26371.0,Employed,Good,0
26,18000.0,1.6,8419.0,6041.0,6.4,3,1,0.335,18775.0,Employed,Poor,0
21,18000.0,6.9,5328.0,12453.0,2.5,4,0,0.245,11484.0,Self-employed,Average,0
51,72508.0,3.9,49287.0,31744.0,10.2,3,1,0.322,26575.0,Employed,Good,0
64,56330.0,4.1,4744.0,15986.0,5.3,7,0,0.506,31059.0,Employed,Poor,0
26,60510.0,9.0,700.0,2133.0,5.3,3,1,0.564,14042.0,Employed,Good,1
34,25819.0,1.4,18098.0,7822.0,8.1,6,3,0.141,19170.0,Employed,Excellent,0
43,54489.0,2.4,28136.0,35379.0,6.5,2,3,0.387,4492.0,Self-employed,Average,0
62,99077.0,6.6,27784.0,27337.0,10.3,3,0,0.553,51986.0,Unemployed,Excellent,1
52,73132.0,9.9,28797.0,41406.0,3.3,5,1,0.787,33076.0,Self-employed,Average,0
55,58734.0,11.0,12438.0,17729.0,1.4,3,5,0.274,7128.0,Employed,Excellent,1
47,45341.0,3.3,6887.0,12326.0,5.8,0,1,0.435,44535.0,Self-employed,Good,1
39,46319.0,9.7,16306.0,6090.0,7.2,1,3,0.16,40176.0,Self-employed,Good,1
29,18000.0,2.9,6145.0,5842.0,2.0,6,2,0.53,7871.0,Employed,Good,1
59,60668.0,13.3,32153.0,1000.0,1.4,2,2,0.648,43599.0,Employed,Excellent,1
57,73601.0,1.5,17726.0,31001.0,7.7,0,0,0.63,56786.0,Employed,,1
22,20336.0,11.3,12665.0,1386.0,4.0,7,1,0.603,11682.0,Self-employed,Excellent,1
53,40449.0,3.4,22773.0,10683.0,1.2,7,3,0.419,0.0,Employed,Average,0
24,29536.0,14.1,2654.0,16738.0,10.9,3,0,0.396,23087.0,Employed,Good,1
54,33762.0,8.4,500.0,1485.0,4.5,5,1,0.505,17173.0,Employed,Excellent,1
58,56177.0,1.9,17723.0,11829.0,11.6,6,2,0.587,29644.0,Employed,Excellent,1
26,18000.0,3.9,10731.0,7289.0,7.1,0,2,0.522,20887.0,Employed,Good,0
40,68514.0,9.1,31492.0,1000.0,8.2,2,0,0.726,57655.0,Employed,Good,1
26,71585.0,10.2,39134.0,16715.0,6.2,4,5,0.64,11966.0,Employed,Good,0
46,49476.0,5.7,12564.0,13285.0,0.5,4,1,0.53,13765.0,Employed,,1
62,18000.0,6.2,500.0,6067.0,2.5,2,3,0.646,2171.0,Unemployed,Poor,0
24,33079.0,9.0,17245.0,13561.0,6.5,0,1,0.194,11814.0,Employed,Good,0
38,82124.0,6.5,13957.0,16385.0,8.5,7,2,0.602,51465.0,Employed,Good,1
64,18000.0,0.8,6702.0,1000.0,0.5,4,0,0.533,7219.0,Employed,Average,0
34,47354.0,2.7,4521.0,22300.0,6.8,6,2,0.712,27741.0,Employed,Good,0
26,29040.0,6.9,9065.0,7633.0,2.5,3,2,0.405,16119.0,Self-employed,Excellent,0
42,72701.0,10.9,34913.0,51929.0,7.9,4,0,0.332,22129.0,Unemployed,Good,0
43,40147.0,12.5,14073.0,25632.0,6.9,3,4,0.658,14191.0,Employed,Good,0
50,63887.0,9.1,,4482.0,10.0,3,3,0.204,55239.0,Employed,Average,1
35,67440.0,7.1,28309.0,17107.0,11.3,5,1,0.311,11290.0,Employed,Good,1
64,95397.0,9.0,58929.0,15526.0,8.8,7,3,0.612,64794.0,Employed,Average,0
44,50535.0,3.3,40106.0,9712.0,10.4,6,0,0.396,0.0,Employed,Good,0
33,63273.0,5.4,51877.0,21897.0,5.6,5,3,0.444,28196.0,Employed,Average,0
64,22329.0,2.7,500.0,4260.0,18.3,0,1,0.744,5360.0,Employed,Excellent,1
62,81189.0,1.0,39758.0,19069.0,2.1,4,2,0.462,51716.0,Employed,Average,0
43,38269.0,7.3,15357.0,9092.0,4.9,7,2,0.507,10938.0,Unemployed,Excellent,1
22,42663.0,6.7,14061.0,14106.0,10.6,3,0,0.338,29204.0,Employed,Good,1
47,54511.0,8.8,13343.0,35452.0,10.0,4,2,0.074,38459.0,Self-employed,Good,1
45,20617.0,8.2,12822.0,15303.0,8.9,2,1,0.055,16741.0,Self-employed,Poor,0
27,60033.0,7.0,3624.0,9280.0,9.7,1,2,0.63,19656.0,Employed,Good,1
49,76284.0,8.2,569.0,34799.0,0.5,5,1,0.248,25345.0,Unemployed,Excellent,1
58,61445.0,5.8,39014.0,17065.0,13.4,2,1,0.108,36697.0,Employed,Poor,0
25,20044.0,7.7,3713.0,9970.0,6.2,4,1,0.376,9974.0,Employed,Average,0
53,52276.0,3.1,17083.0,25563.0,12.0,4,2,0.63,32197.0,Employed,Average,0
27,71325.0,7.5,27686.0,43476.0,0.5,6,1,0.35,24711.0,Employed,Good,0
54,18000.0,8.7,11368.0,4242.0,8.0,7,1,0.407,5673.0,Employed,Good,1
39,31355.0,3.3,18658.0,6526.0,4.7,4,4,0.805,5708.0,Employed,Poor,0
21,74284.0,6.2,13050.0,46930.0,9.3,0,1,0.194,29755.0,Self-employed,Excellent,1
64,60942.0,3.5,39189.0,9297.0,8.3,4,2,0.154,46912.0,Self-employed,Average,0
28,64063.0,3.9,39611.0,7918.0,8.5,7,3,0.514,42440.0,Employed,Good,1
47,95909.0,1.5,28049.0,50832.0,2.8,3,2,0.236,87194.0,Employed,Poor,0
29,65308.0,11.1,12476.0,25514.0,6.8,4,1,0.121,40930.0,Employed,Good,1
62,69474.0,10.3,12779.0,31604.0,6.3,6,2,0.589,16586.0,Unemployed,Good,0
54,114636.0,8.1,32129.0,58842.0,9.0,3,4,0.403,65955.0,Employed,Average,0
57,50296.0,13.9,9572.0,18649.0,11.0,3,2,0.574,47252.0,Self-employed,Poor,0
40,37447.0,5.2,26983.0,7274.0,7.6,3,1,0.295,25207.0,Employed,Poor,0
42,64412.0,18.1,6687.0,24191.0,1.9,6,3,0.158,21652.0,Employed,Good,1
49,64658.0,5.1,44105.0,32122.0,7.4,3,4,0.18,35124.0,Employed,Good,0
56,43412.0,7.0,2661.0,31186.0,17.4,2,0,0.661,0.0,Employed,Average,1
59,32287.0,4.4,29742.0,9919.0,13.6,4,0,0.516,12700.0,Employed,Good,0
21,105817.0,7.5,29278.0,15392.0,0.5,5,2,0.465,19370.0,Self-employed,Excellent,1
50,62191.0,9.3,20474.0,33588.0,7.3,7,1,0.407,24984.0,Employed,Excellent,1
25,38890.0,5.5,18906.0,7354.0,10.7,7,2,0.195,27253.0,Employed,Excellent,1
33,75150.0,13.1,5157.0,12195.0,6.3,6,0,0.453,14185.0,Employed,Excellent,1
58,52599.0,7.0,35199.0,31481.0,5.2,6,2,0.881,9740.0,Employed,Good,0
32,49437.0,7.1,9985.0,14857.0,5.9,3,2,0.253,40398.0,Employed,Poor,0
56,67370.0,2.4,24923.0,11671.0,9.2,2,3,0.737,57301.0,Self-employed,Average,0
41,26579.0,7.7,10398.0,3495.0,2.4,4,0,0.6,5573.0,Unemployed,Excellent,1
31,62758.0,5.5,27749.0,4273.0,11.8,5,3,0.689,22295.0,Employed,Good,1
36,97085.0,3.6,7324.0,46024.0,6.8,4,0,0.85,41650.0,Employed,Good,1
44,65256.0,2.9,14764.0,23937.0,3.3,1,1,0.241,36142.0,Employed,Average,0
55,46723.0,16.7,4467.0,5592.0,11.5,0,4,0.161,27054.0,Employed,Average,1
48,43844.0,4.9,18402.0,13481.0,0.8,0,1,0.545,2819.0,,Excellent,1
62,,0.2,1662.0,8404.0,4.8,3,2,0.567,45055.0,Employed,Poor,0
60,49413.0,3.2,40821.0,3688.0,4.7,6,0,0.215,24124.0,Employed,Excellent,1
54,46688.0,5.8,15033.0,12290.0,15.6,6,3,0.671,31871.0,Unemployed,Average,0
48,75159.0,8.2,36561.0,26796.0,4.3,6,5,0.516,8529.0,Unemployed,Poor,0
34,18000.0,8.2,3444.0,1653.0,0.5,5,4,0.547,14182.0,Employed,Average,0
39,73964.0,8.7,16626.0,17087.0,4.7,0,2,0.18,35306.0,Unemployed,Excellent,1
26,46647.0,3.4,21968.0,19667.0,8.8,7,1,0.708,20636.0,Self-employed,Excellent,0
37,63293.0,7.4,22204.0,18134.0,10.1,7,2,0.849,24805.0,Employed,Excellent,1
62,30206.0,2.5,13539.0,8645.0,16.1,6,1,0.429,5906.0,Self-employed,Excellent,1
40,84230.0,3.5,29287.0,12418.0,12.6,3,6,0.453,16136.0,Unemployed,Excellent,1
26,82404.0,2.3,34029.0,3288.0,7.8,1,0,0.398,160.0,Employed,Excellent,1
50,76111.0,1.2,53119.0,9574.0,3.4,7,1,0.548,23291.0,Self-employed,Good,0
64,21675.0,10.3,506.0,14088.0,13.5,1,4,0.087,6828.0,Employed,Excellent,1
60,73241.0,8.8,24095.0,8233.0,5.5,6,1,0.405,42054.0,Employed,Good,1
33,63907.0,9.9,8133.0,30340.0,4.4,7,1,0.628,45597.0,Self-employed,Average,1
41,19684.0,6.2,6805.0,7376.0,5.3,7,2,0.262,8913.0,Employed,Excellent,1
44,54465.0,9.1,22424.0,1400.0,2.0,4,1,0.693,6341.0,Employed,Good,0
32,63020.0,0.0,10662.0,8703.0,5.1,6,0,0.877,32106.0,Employed,Average,0
33,67234.0,9.5,36786.0,11789.0,6.1,6,0,0.71,36637.0,Self-employed,Good,0
31,58900.0,6.7,24613.0,9421.0,9.9,7,1,0.432,42644.0,Self-employed,Good,1
65,61407.0,8.5,2947.0,24377.0,5.4,2,3,0.548,24756.0,Employed,Average,1
54,87419.0,7.5,55881.0,5367.0,1.9,5,0,0.301,79194.0,Employed,Good,1
58,81973.0,2.1,29671.0,42210.0,0.6,6,1,0.918,70401.0,Employed,Good,0
57,18000.0,0.0,1508.0,8190.0,,1,1,0.154,10721.0,Employed,Average,1
64,48016.0,3.2,20834.0,26244.0,7.3,1,2,0.812,25265.0,Employed,Average,0
25,51378.0,8.3,35426.0,29199.0,4.8,3,2,0.683,24724.0,Unemployed,Good,0
60,18000.0,8.8,11885.0,5458.0,5.1,2,1,0.237,19894.0,Employed,Good,0
23,57072.0,0.5,12415.0,35154.0,8.6,6,0,0.615,42630.0,Employed,Average,0
42,82473.0,2.1,51606.0,55169.0,12.6,7,1,0.424,64625.0,Self-employed,Good,0
47,31096.0,3.1,,6913.0,3.9,1,1,0.402,38730.0,Employed,Average,0
37,62401.0,4.6,17711.0,3860.0,7.4,2,4,0.37,52261.0,Employed,Excellent,1
27,34852.0,0.6,20533.0,6516.0,10.8,7,1,0.378,28470.0,Employed,Excellent,1
29,40218.0,0.3,20036.0,6557.0,,4,2,0.533,16743.0,Employed,Good,0
58,87503.0,2.7,49306.0,34572.0,6.9,1,2,0.769,56950.0,Self-employed,Average,0
35,43064.0,6.3,28691.0,16337.0,6.8,4,3,0.093,25930.0,Employed,Good,0
34,65169.0,1.3,45059.0,17299.0,1.8,7,2,0.178,52364.0,Self-employed,Poor,0
62,18000.0,5.5,9383.0,7052.0,7.7,2,1,0.122,4533.0,Employed,Average,0
27,95971.0,10.2,38622.0,19325.0,7.1,3,0,0.658,46761.0,Employed,Average,0
62,68258.0,0.8,12013.0,28207.0,9.2,4,0,0.456,58943.0,Employed,Average,1
62,50985.0,5.2,9256.0,10954.0,2.3,6,1,0.215,12720.0,Self-employed,Good,1
47,67662.0,10.1,29371.0,33746.0,7.0,4,2,0.396,2845.0,Unemployed,Good,0
28,23984.0,4.3,20979.0,5460.0,12.5,7,1,0.526,17817.0,Employed,Excellent,1
28,81016.0,3.7,31702.0,6156.0,15.3,6,3,0.213,31265.0,Employed,Good,1
33,47872.0,10.7,9233.0,20787.0,12.1,3,1,0.431,7299.0,Employed,Excellent,1
46,50510.0,4.8,,5393.0,2.3,3,4,0.491,37294.0,Employed,Average,0
27,44184.0,10.4,20625.0,20507.0,8.8,5,2,0.051,32502.0,Unemployed,Average,0
41,42226.0,7.7,26780.0,20430.0,5.1,0,0,0.595,14625.0,Employed,Excellent,0
26,70283.0,4.6,10487.0,16927.0,8.1,1,1,0.733,23678.0,Employed,Good,1
45,60630.0,7.9,31796.0,25334.0,3.9,1,2,0.557,27556.0,Employed,Average,0
21,69338.0,7.3,39457.0,43486.0,0.5,6,2,0.377,48508.0,Employed,Average,0
52,54807.0,10.1,35458.0,28614.0,5.6,6,1,0.408,24973.0,Self-employed,Poor,0
23,66290.0,3.8,11129.0,27351.0,9.9,6,1,0.286,30806.0,Employed,Excellent,1
29,45785.0,6.2,31724.0,23549.0,8.2,0,0,0.552,32467.0,Unemployed,Excellent,0
28,104054.0,5.8,50968.0,30921.0,8.6,2,1,0.637,85970.0,Employed,Average,0
58,20506.0,8.8,10215.0,9514.0,7.9,2,1,0.266,12215.0,Self-employed,Excellent,1
23,82741.0,1.9,2415.0,48205.0,8.6,0,2,0.454,40002.0,Employed,Average,1
40,85094.0,10.1,41344.0,15333.0,9.1,2,1,0.385,61184.0,Employed,Excellent,1
47,36253.0,7.9,23800.0,10785.0,5.9,3,1,0.634,6593.0,Employed,Good,0
44,104044.0,0.7,31084.0,17907.0,7.3,7,2,0.586,79323.0,Employed,Good,1
51,76901.0,10.8,25530.0,16075.0,14.0,1,3,0.468,24622.0,Unemployed,Average,0
57,76365.0,14.9,32247.0,20551.0,7.6,6,2,0.223,10232.0,Self-employed,Excellent,1
38,55616.0,10.0,29821.0,6580.0,7.2,6,0,0.277,12052.0,Employed,Average,0
58,50221.0,11.7,2567.0,19864.0,7.4,1,0,0.405,0.0,Employed,Average,1
35,50393.0,6.3,15492.0,8501.0,6.1,2,2,0.543,36674.0,Employed,Average,1
65,63592.0,0.0,20187.0,15370.0,5.3,3,2,0.739,34092.0,Employed,Poor,0
43,85826.0,0.0,59174.0,37669.0,7.8,7,2,0.844,65550.0,Employed,Average,0
54,58989.0,7.0,50348.0,19987.0,5.0,6,1,0.221,37069.0,Employed,Average,0
60,34948.0,3.6,3484.0,11074.0,6.4,7,0,0.742,13257.0,Employed,Good,0
56,73137.0,2.3,14698.0,36666.0,3.8,2,3,0.449,55036.0,Self-employed,Average,0
59,75265.0,5.7,23612.0,45745.0,7.4,7,7,0.864,66388.0,Employed,Poor,0
45,69403.0,8.5,26799.0,28436.0,9.3,7,3,0.361,24384.0,Self-employed,Good,1
22,71401.0,0.2,46222.0,6669.0,6.2,4,1,0.057,51169.0,Unemployed,Excellent,1
43,49040.0,4.2,14946.0,1000.0,0.5,1,1,0.377,40764.0,Employed,Excellent,1
29,34562.0,12.0,7398.0,24777.0,9.4,2,1,0.584,9821.0,Employed,Average,0
61,35900.0,1.7,500.0,14745.0,7.5,1,0,0.107,2394.0,Employed,Poor,0
31,19020.0,9.5,3599.0,15111.0,3.0,6,2,0.716,7202.0,Employed,Excellent,1
31,60213.0,4.1,33595.0,22514.0,10.1,2,1,0.357,44809.0,Employed,Poor,0
32,53164.0,8.2,32014.0,7755.0,1.4,5,2,0.658,26738.0,Employed,Good,0
49,45320.0,10.4,24745.0,12008.0,11.2,2,3,0.41,28003.0,Employed,Good,0
46,18000.0,9.0,4793.0,6105.0,6.8,7,5,0.682,9147.0,Employed,Poor,0
63,27559.0,9.6,14691.0,14000.0,0.5,6,2,0.566,4408.0,Self-employed,Poor,0
39,79658.0,1.4,28593.0,21523.0,7.7,3,0,0.412,72165.0,Employed,Good,1
33,40378.0,10.5,24155.0,16959.0,5.4,3,1,0.391,23552.0,Self-employed,Poor,0
23,62933.0,2.6,38193.0,6308.0,4.8,0,2,0.696,52029.0,Employed,Average,0
21,24405.0,7.0,2429.0,8852.0,4.0,1,2,0.428,7708.0,Employed,Average,0
37,86652.0,7.0,55993.0,11420.0,6.5,7,0,0.385,29367.0,Employed,Average,0
62,51831.0,7.9,6816.0,23311.0,5.1,6,1,0.436,18310.0,Self-employed,Good,1
44,61381.0,7.3,28868.0,9363.0,0.5,6,1,0.218,22830.0,Employed,Excellent,1
61,106167.0,2.6,14823.0,43767.0,12.1,5,1,0.145,12941.0,Employed,Excellent,1
